,ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor
162,Adrianople324,Turkey,41.6771297,26.5557145,11,Adrianople,324,"['Bulgarian', 'Eastern']",Roman Wars of Succession,Western Empire,Eastern Empire,Western Empire,Eastern Empire,4,Land,,No,,"Encyclopedia of Warfare, Showalter, p158",
163,,,,,NA,,,,,,,,,,,,,,,
164,Adrianople378,Turkey,41.6771297,26.5557145,11,Adrianople,378,"['Thrace', 'Roman', 'Marcianopolis', 'Valens']",5th Gothic War,Goths,Rome,Goths,Rome,3,Land,,No,,"Warfare and Society in the Barbarian West, Guy Halsall, Routledge 2003, p130",
165,,,,,NA,,,,,,,,,,,,,,,
166,Adrianople718,Turkey,41.6771297,26.5557145,11,Adrianople,718,"['Muslim', 'Anchialus', 'Bulgarians', 'Maslama', 'Adrianople', 'Turkey', 'Muslims']",Early Byzantine-Muslim Wars,Bulgar Khanate,Umayyad Caliphate,Bulgar Khanate,Umayyad Caliphate,,Land,,No,,,
167,,,,,NA,,,,,,,,,,,,,,,
168,Adrianople1205,Turkey,41.6771297,26.5557145,11,Adrianople,1205,"['Bulgarian', 'Latin', 'Bulgarian', 'Thrace', 'Bulgaria', 'Bulgarians', 'Macedonia']",Bulgarian Imperial Wars,Bulgar Empire,Latin Byzantium,Bulgar Empire,Latin Byzantium,1,Land,,No,,"Encyclopedia of Warfare, Amber Books, London 2014, p223",
169,,,,,NA,,,,,,,,,,,,,,,
170,Adrianople1255,Turkey,41.6771297,26.5557145,11,Adrianople,1255,"['Bulgarian', 'Bulgaria', 'Bulgaria', 'Macedonia', 'Thrace']",Bulgarian Imperial Wars,Byzantine Nicea,Bulgar Empire,Byzantine Nicea,Bulgar Empire,,Land,,No,,,
171,,,,,NA,,,,,,,,,,,,,,,
172,Adrianople1355,Turkey,41.6771297,26.5557145,12,Adrianople,1355,"['Serbian', 'Didymoteichon', 'Serbian', 'Byzantine', 'Edirne', 'Turkey']",Serbian Imperial Wars,Serbia,Byzantium,Serbia,Byzantium,,Land,,No,,,
173,,,,,NA,,,,,,,,,,,,,,,
174,Adrianople1362,Turkey,41.6771297,26.5557145,12,Adrianople,1362,"['Byzantine', 'Serbia', 'Maritza', 'Kossovo', 'Turkish', 'Ottoman']",Byzantine-Ottoman Wars,Ottoman Empire,Byzantium,Ottoman Empire,Byzantium,,Land,,No,,,
175,,,,,NA,,,,,,,,,,,,,,,
176,Adrianople1829,Turkey,41.6771297,26.5557145,12,Adrianople,1829,"['Russo', 'Russia', 'Greek', 'Bulgarian', 'Turkey', 'Greece', 'Russia']",Russo-Turkish Wars,Russia,Ottoman Empire,Russia,Ottoman Empire,3,Land,,No,"Encyclopedia of Warfare, Amber Books, London 2014, p479. 23,000 Russians at Varna and 50,000 at Kulevcha",,
177,,,,,NA,,,,,,,,,,,,,,,
178,Adrianople (2nd)1913,Turkey,41.6771297,26.5557145,12,Adrianople (2nd),1913,"['Balkan', 'Bulgaria', 'Thrace', 'Bulgarians', 'Turkey']",2nd Balkan (Inter-Allied) War,Ottoman Empire,Bulgaria,Ottoman Empire,Bulgaria,4,Land,ADR1912,No,"The Balkan Wars 1912-1913, Richard C Hall, Routledge, 2000, p118; Shapefile created from L'Illustration, No. 3650, 8 Février 1913, at Project Gutenburg",,
179,,,,,NA,,,,,,,,,,,,,,,
180,Adrianople1912-1913,Turkey,41.6771297,26.5557145,12,Adrianople,1912,"['Bulgarian', 'Ivanoff', 'Turks', 'Ivanoff', 'Serb']",['Balkan War'],"Bulgaria, Serbia",Ottoman Empire,"Bulgaria, Serbia",Turkey,4,Land,ADR1912,No,"The Balkan Wars 1912-1913, Richard C Hall, Routledge, 2000, p90; Shapefile created from L'Illustration, No. 3650, 8 Février 1913, at Project Gutenburg",,
181,,,,,NA,,,,,,,,,,,,,,,
182,Ad Salices377,Romania,45.0260948,29.1896499,12,Ad Salices,377,"['Roman', 'Trajan', 'Goths', 'Valens']",['Gothic War'],Draw,,Goths,Rome,,Land,,No,http://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0064%3Aentry%3Dsalices-geo,,
183,,,,,NA,,,,,,,,,,,,,,,
184,Aduatuca-57,Belgium,50.78419,5.47449,12,Aduatuca,-57,"['Belgium', 'Liege', 'Brittany', 'Morbihan']",Rome's Later Gallic Wars,Rome,Aduatuci Tribe,Rome,Aduatuci Tribe,3,Land,,No,"Gallic Wars, Julius Caesar",,
185,,,,,NA,,,,,,,,,,,,,,,
186,Aduatuca-54,Belgium,50.78419,5.47449,12,Aduatuca,-54,"['Eburones', 'Gaul', 'Romans']",Rome's Later Gallic Wars,Eburones,Rome,Eburones,Rome,2,Land,,Yes,"Harbottle's Dictionary of Battles, George Bruce, 1979, p11",,
187,,,,,NA,,,,,,,,,,,,,,,
188,Adwalton Moor1643,United Kingdom,53.7513517,-1.6545698,13,Adwalton Moor,1643,"['British', 'Bradford']",British Civil Wars,Royalists,Parliamentarians,Royalists,Parliamentarians,2,Land,,No,"Encyclopedia of Warfare, Amber Books, London 2014, p391",,
189,,,,,NA,,,,,,,,,,,,,,,
190,Adys-256,Tunisia,36.5699201,10.0716216,13,Adys,-256,"['Carthaginian', 'Sicily', 'North Africa', 'Adys', 'Carthage', 'Aegates']",['Punic War'],Carthage,Rome,Carthage,Rome,,Land,,No,,,
191,,,,,NA,,,,,,,,,,,,,,,
192,Aegates Islands-241,Italy,37.9268742,12.3102733,13,Aegates Islands,-241,"['Aegates', 'Egadi', 'Islands', 'Sicily', 'Roman', 'Carthaginian', 'Hanno', 'Lilybaeum']","['Punic War', 'the   1st Punic War']",Rome,Carthage,Rome,Carthage,3,Sea,,No,"Hutchinson's Dictionary of Ancient and Medieval Warfare, 'Aegates Islands, Battle of'. 250 ships in the Carthaginian fleet. The entry states 70 ships were captured along with 10,000 men, which implies an average crew of 150 men",1,
193,,,,,NA,,,,,,,,,,,,,,,
194,Aegelsthrep456,United Kingdom,51.2993555,0.4654656,13,Aegelsthrep,456,"['Britain', 'Hengist', 'England']",Anglo-Saxon Conquest of Britain,Jutes,Britons,Jutes,Britons,,Land,,No,,,
195,,,,,NA,,,,,,,,,,,,,,,
196,Aegina-458,Greece,37.7408815,23.5014213,13,Aegina,-458,"['Aegina', 'Athens', 'Athenian', 'Aegina']",1st Peleponesian War,Athens,Aegina,Athens,Aegina,3,Sea,,No,"70 vessels lost or captured with a crew of approximately 200 men each implies losses of 15,000  (https://www.britannica.com/technology/naval-ship/Greece). This would imply a Aegenian force of over 20,000",,1
197,,,,,NA,,,,,,,,,,,,,,,
198,Aegospotami-405,Turkey,40.315204,26.6699512,13,Aegospotami,-405,"['Persian', 'Athenians', 'Aegospotami', 'Athenian', 'Athenian', 'Athens']",Great Peleponesian War,Sparta,Athens,Sparta,Athens,3,Sea,,No,"A War Like No Other - Victor Davis Hanson, Random House 2006, p34. Spartan fleet estimated at 200 ships, implying a total force of approximately 40,000 men",,
199,,,,,NA,,,,,,,,,,,,,,,
200,Aelia133-135,Israel,31.7767018,34.9543762,13,Aelia,133,"['Rome', 'Jews', 'Aelia']",Bar-Cocheba's Revolt,Rome,Jewish Rebels,Rome,Jewish Rebels,,Land,,Battle followed by massacre,,,
201,,,,,NA,,,,,,,,,,,,,,,
202,Aesis-82,Italy,43.5270861,13.2463797,13,Aesis,-82,['Rome'],Sullan Civil War,Sullan Rebels,Rome,,,,Land,,No,,,
203,,,,,NA,,,,,,,,,,,,,,,
204,Afabet1988,Eritrea,16.1938578,38.689675,14,Afabet,1988,"['Afabet', 'Ethiopian', 'Ethiopian', 'Eritrea', 'Addis Ababa']",['Eritrean War'],Eritrea,Ethiopia,,,,Land,,No,,,
205,,,,,NA,,,,,,,,,,,,,,,
206,Afyon1922,Turkey,38.7568852,30.5387038,14,Afyon,1922,"['Turkish', 'Anatolia', 'Greek', 'Turkish']",2nd Greco-Turkish War,Turkey,Greece,,,4,Land,,No,"Clodfelter, Warfare and Armed Conflict, p345",,
207,,,,,NA,,,,,,,,,,,,,,,
208,Agagia1916,Egypt,31.6073309,25.8901949,14,Agagia,1916,"['Turks', 'British', 'pro-Turkish', 'Barrani']",['World War I'],United Kingdom,Senussi Rebels,,,3,Land,,No,"Clodfelter, Warfare and Armed Conflict, p421",1,
209,,,,,NA,,,,,,,,,,,,,,,
210,Agathocles-204,Tunisia,37.0629864,10.0636103,14,Agathocles,-204,[],2nd Punic War,"Rome, Numidia",Carthage,,,3,Land,,No,"A History of the Roman World, HH Scullard, p177, 210-211",,
211,,,,,NA,,,,,,,,,,,,,,,
212,Agendicum-52,France,48.20065,3.28268,14,Agendicum,-52,['Seine'],Rome's Later Gallic Wars,Rome,Gauls,,,,Land,,No,,,
213,,,,,NA,,,,,,,,,,,,,,,
214,Aghdash Awkh1831,Azerbaijan,40.6335427,47.467431,14,Aghdash Awkh,1831,"['Russian', 'Muslim Dagestan', 'Caspian', 'Russian', 'Russian', 'Gimrah']",Russian Conquest of the Caucasus,Dagestan,Russia,,,,Land,,No,,,
215,,,,,NA,,,,,,,,,,,,,,,
216,Agincourt1415,France,50.4629634,2.1230554,14,Agincourt,1415,"['England', 'Harfleur', 'Calais', 'French']",['Years War'],England,France,,,3,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p279",,
217,,,,,NA,,,,,,,,,,,,,,,
218,Aginnum-107,France,44.203142,0.616363,15,Aginnum,-107,"['Germanic', 'Roman', 'Provence', 'Tigurini', 'Rome']",Rome's Gallic Wars,Tigurini,Rome,,,,Land,,No,,,
219,,,,,NA,,,,,,,,,,,,,,,
220,Agnadello1509,Italy,45.4464181,9.5622868,15,Agnadello,1509,"['France', 'Spain', 'the Papal States', 'France', 'Italy', 'Venice']",War of the League of Cambrai,France,Venice,,,3,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p305",,
221,,,,,NA,,,,,,,,,,,,,,,
222,Agordat1893,Eritrea,15.5406754,37.8777561,15,Agordat,1893,"['Italo', 'Europeans', 'Sudan', 'Kassala', 'Italians', 'Agordat', 'Asmara', 'Italian']",Italo-Sudanese Wars,Italy,Sudan,,,2,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979,p12",,
223,,,,,NA,,,,,,,,,,,,,,,
224,Agordat1941,Eritrea,15.5406754,37.8777561,15,Agordat,1941,"['Northern Africa', 'British', 'Egypt', 'Sudan', 'Eritrea', 'Kassala', 'Barentu', 'Italian', 'Agordat']",['World War II'],United Kingdom,Italy,,,3,Land,,No,"Clodfelter, Warfare and Armed Conflict, p441",1,
225,,,,,NA,,,,,,,,,,,,,,,
226,Agra1713,India,27.1766701,78.0080745,15,Agra,1713,"['India', 'Sayyid']",Mughal Wars of Succession,Mughal Rebel Farokshin,Padshah Jahandar Shah,,,3,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p12",,
227,,,,,NA,,,,,,,,,,,,,,,
228,Agra1787-1788,India,27.1766701,78.0080745,15,Agra,1787,['Mughal'],Mughal-Maratha War,Marathas,"Ismail Beg, Rohillas",,,,Land,,No,,,
229,,,,,NA,,,,,,,,,,,,,,,
230,Agra1799,India,27.1766701,78.0080745,15,Agra,1799,[],Maratha Territorial Wars,Marathas,Maratha Governor of Agra,,,,Land,,No,,,
231,,,,,NA,,,,,,,,,,,,,,,
232,Agra1803,India,27.1766701,78.0080745,15,Agra,1803,['British'],2nd British-Maratha War,United Kingdom,Marathas,,,3,Land,,No,"The Anglo-Maratha Campaigns and the Contest for India, Randolf Cooper, p180, Appendix II",,
233,,,,,NA,,,,,,,,,,,,,,,
234,Agra1857,India,27.1766701,78.0080745,16,Agra,1857,"['Indian', 'Delhi', 'Shahganj', 'Agra']",Indian Mutiny,United Kingdom,Indian Rebels,,,2,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p12. British forces of four battalions of infantry plus two regiments of cavalry implies around 10,000 men. Mutineers said to be 7,000 strong",,
235,,,,,NA,,,,,,,,,,,,,,,
236,Agua Dulce Creek1836,United States,36.1181097,-95.9068411,16,Agua Dulce Creek,1836,"['Texan', 'San Patricio', 'Mexican']",Texan War of Independence,Mexico,Texan Rebels,,,1,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p633",,1
237,,,,,NA,,,,,,,,,,,,,,,
238,Agua Prieta1915,Mexico,31.3115272,-109.5855873,16,Agua Prieta,1915,"['Mexican', 'the United States', 'Mexican', 'Agua', 'American', 'Douglas', 'Arizona', 'Villas', 'USA']",Mexican Revolution,Constitutionalists,Conventionists,,,2,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p751",,
239,,,,,NA,,,,,,,,,,,,,,,
240,Aguascalientes1915,Mexico,21.8852562,-102.2915677,16,Aguascalientes,1915,"['Mexican', 'Mexican', 'Trinidad', 'Aguascalientes', 'Obregon']",Mexican Revolution,Mexican Government,Pancho Villa Rebels,,,,Land,,No,,,
241,,,,,NA,,,,,,,,,,,,,,,
242,Ahmadabad1572,India,23.022505,72.5713621,16,Ahmadabad,1572,"['Gujarat', 'India', 'Ahmadabad', 'Gujarati', 'Akbar', 'the Mughal Empire']",Mughal Conquest of Northern India,Mughal Empire,Gujarat,,,2,Land,,No,,,
243,,,,,NA,,,,,,,,,,,,,,,
244,Ahmadabad1780,India,23.022505,72.5713621,16,Ahmadabad,1780,"['British', 'British', 'Wargaom', 'Sabarmati', 'Gujarat', 'British']",1st British-Maratha War,United Kingdom,Marathas,,,2,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p12",,
245,,,,,NA,,,,,,,,,,,,,,,
246,Ahmad Khel1880,Afghanistan,33.8333322,69.6412452,16,Ahmad Khel,1880,"['British', 'Kandahar', 'Afghanistan', 'Kabul', 'Ghazni', 'British', 'Afghans']",2nd British-Afghan War,United Kingdom,Afghanistan,,,2,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p640",,
247,,,,,NA,,,,,,,,,,,,,,,
248,Ahmadnagar1596,India,19.0952075,74.7495916,17,Ahmadnagar,1596,"['Mughal', 'Murad', 'Bombay', 'Indias', 'Queen Chand', 'Bijapur', 'Sultan']",Mughal-Ahmadnagar Wars,Ahmadnagar,Mughal Empire,,,,Land,,No,,,
249,,,,,NA,,,,,,,,,,,,,,,
250,Ahmadnagar1600,India,19.0952075,74.7495916,17,Ahmadnagar,1600,"['Mughal', 'Deccan', 'India', 'Bombay', 'Bijapur', 'Mughal', 'the Muslim', 'Sultans']",Mughal-Ahmadnagar Wars,Mughal Empire,Ahmadnagar,,,,Land,,No,,,
251,,,,,NA,,,,,,,,,,,,,,,
252,Ahmadnagar1803,India,19.0952075,74.7495916,17,Ahmadnagar,1803,"['Poona', 'Deccan', 'French']",2nd British-Maratha War,United Kingdom,Marathas,,,2,Land,,No,"The Anglo-Maratha Campaigns and the Conquest for India, Randolf GS Cooper, p88",,
253,,,,,NA,,,,,,,,,,,,,,,
254,Ahnai Tangi1920,Pakistan,32.5125063,70.0134471,17,Ahnai Tangi,1920,"['Palosina', 'Mahsud', 'Waziristan', 'Indian']",Waziristan Campaign,United Kingdom,Mahsud Tribesmen,,,,Land,,No,,,
255,,,,,NA,,,,,,,,,,,,,,,
256,Ahualalco1858,Mexico,22.3997407,-101.1665993,17,Ahualalco,1858,"['Mexico City', 'San Lui Potosi']",['Mexican War'],Mexican Conservatives,Mexican Liberals,,,,Land,,No,,,
257,,,,,NA,,,,,,,,,,,,,,,
258,Ahwaz1915,Iran,31.3183272,48.6706187,17,Ahwaz,1915,"['British', 'Basra', 'Amara', 'Ahwaz', 'Britain', 'Turkish', 'British']",['World War'],United Kingdom,Turkey,,,,Land,,No,,,
259,,,,,NA,,,,,,,,,,,,,,,
260,Ahwaz1980,Iran,31.3183272,48.6706187,17,Ahwaz,1980,"['Iraqi', 'Basra', 'Amara', 'Ahwaz', 'Khuzestan']",['Iraq-Iran War'],Iran,Iraq,,,,Land,,No,,,
261,,,,,NA,,,,,,,,,,,,,,,
262,Aibar1452,Spain,42.5931438,-1.3601865,18,Aibar,1452,"['Spanish', 'Prince Juan', 'Aragon', 'Pamplona']",Spanish War of Succession,Juan of Arragon and Castille,Prince Charles of Viana,,,,Land,,No,,,
263,,,,,NA,,,,,,,,,,,,,,,
264,Aiguillon1346,France,44.301656,0.338664,18,Aiguillon,1346,"['Valois', 'England']",Hundred Years of War,England,France,,,2,Land,,No,"The Oxford Encyclopedia of Medieval Warfare and Military Technology, Clifford Rogers (ed), ""Aiguillon, Siege of""",,
265,,,,,NA,,,,,,,,,,,,,,,
266,Aigun1900,China,49.2733031,126.643383,18,Aigun,1900,"['Chinese', 'Heihe', 'Heilongjiang', 'Russians', 'Chinese']",['Russo-Chinese War                      '],Russia,China,,,,Land,,No,,,
267,,,,,NA,,,,,,,,,,,,,,,
268,Ain Diar744,Syria,33.3049506,36.9579885,18,Ain Diar,744,"['Muslim', 'Armenia', 'Syria', 'Turkish', 'Damascus', 'Marwan']",Muslim Civil Wars,Governor Marwan of Armenia,Caliph Yazid III,,,,Land,,No,,,
269,,,,,NA,,,,,,,,,,,,,,,
270,Ain Jalut1260,Israel,32.548622,35.355873,18,Ain Jalut,1260,"['Baghdad', 'Syria', 'Egypt', 'Syria']",Mongol Invasion of the Middle East,Mamlukes,Mongols,,,3,Land,,No,"A Global History of Pre Modern Warfare, Kaushik Roy, 2021, p198",,
271,,,,,NA,,,,,,,,,,,,,,,
272,Ain Tamar634,Iraq,32.5675355,43.4746322,18,Ain Tamar,634,"['Muslim', 'Iraq', 'Muslim', 'Hira', 'Anbar', 'Persian', 'Christian Arabs', 'Arab']",Muslim Conquest of Iraq,Muslim Ummah,Persia,,,,Land,,Battle followed by massacre,,,
273,,,,,NA,,,,,,,,,,,,,,,
274,Ain Zara1911,Libya,32.8166842,13.2579122,18,Ain Zara,1911,"['Italo', 'Tripoli', 'Italian', 'Turko', 'Italian', 'Turks']",Italo-Turkish War,Italy,Turkey,,,2,Land,,No,,,
275,,,,,NA,,,,,,,,,,,,,,,
,Aire1710,France,50.645735,2.3261279,"Clodfelter, p73",Aire,1710,,War of the Spanish Succession,"United Kingdom, Habsburg Empire",France,,,3,Land,,No,"Clodfelter, Warfare and Armed Conflict, p73",,
,,,,,,,,,,,,,,,,,,,,
276,Aire1814,France,43.6933099,-0.326149,18,Aire,1814,['Orthez'],Napoleonic Wars,United Kingdom,France,,,,Land,,No,,,
277,,,,,NA,,,,,,,,,,,,,,,
278,Airolo1799,Switzerland,46.5286074,8.6123746,19,Airolo,1799,"['French', 'Italy', 'Switzerland', 'Russian', 'French', 'Zurich']",French Revolutionary Wars (2nd Coalition),Russia,France,,,,Land,,No,,,
279,,,,,NA,,,,,,,,,,,,,,,
280,Aisne-57,France,49.4769199,3.4417368,19,Aisne,-57,"['Germans', 'Rome']",Rome's Later Gallic Wars,Rome,Suessiones,,,3,Land,,No,"Warfare in the Classical World, John Warry, 1980, p161",,
281,,,,,NA,,,,,,,,,,,,,,,
282,Aisne1914,France,49.4765586,3.3547166,19,Aisne,1914,"['German', 'France', 'French', 'British']",['World War I'],United Kingdom,Germany,,,5,Land,ANE1914,No,"Clodfelter, Warfare and Armed Conflict, p391. Two French armies plus the British expeditionary force versus three German armies. Over 500,000 menhttp://www.gwpda.org/maps/westpoint/WWOne10.gif",1,
283,,,,,NA,,,,,,,,,,,,,,,
284,Aisne1917,France,49.4765586,3.3547166,19,Aisne,1917,['French'],['World War I'],Germany,"France, United Kingdom",,,4,Land,ANE1917,No,"Encyclopedia of Warfare, Showalter, 2014, p777; Shapefile http://www.gwpda.org/maps/westpoint/WWOne16.jpg",,
285,,,,,NA,,,,,,,,,,,,,,,
286,Aisne1918,France,49.4765586,3.3547166,19,Aisne,1918,"['German', 'Anglo-French']",['World War I'],Germany,"France, United Kingdom",,,5,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p13-14. German attack consisted of 41 divisions (over 600,000 men assuming 17,000 men per division as in Clodfelter, p387)",,
287,,,,,NA,,,,,,,,,,,,,,,
288,Aitape1944,Papua New Guinea,-3.1538273,142.3639991,19,Aitape,1944,"['Hollandia', 'American', 'Aitape', 'Japanese', 'Wewak']",['World War II'],United States,Japan,,,2,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p853 - one US division",,1
289,,,,,NA,,,,,,,,,,,,,,,
290,Aiwagudi1696,India,12.8184766,79.6859038,19,Aiwagudi,1696,"['Mughal', 'Senapati', 'Kanchi']",Mughal-Maratha Wars,General Sentaji,General Dhanaji Jadav,,,,Land,,No,,,
291,,,,,NA,,,,,,,,,,,,,,,
292,Aix1809,France,48.248386,-4.7400057,19,Aix,1809,"['Napoleonic', 'British', 'French']",Napoleonic Wars,United Kingdom,France,,,2,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p147",,
293,,,,,NA,,,,,,,,,,,,,,,
294,Aix La Chapelle1793,Germany,50.7596743,5.9564415,20,Aix La Chapelle,1793,[],French Revolutionary Wars (1st Coalition),Austria,France,,,,Land,,No,,,
295,,,,,NA,,,,,,,,,,,,,,,
296,Aizkraulke1279,Latvia,56.5930499,25.2431539,20,Aizkraulke,1279,"['Teutonic', 'Lithuania', 'Lithuania', 'Riga', 'Livonian', 'German']",Early Wars of the Teutonic Knights,Lithuania,Livonian Order,,,,Land,,No,,,
297,,,,,NA,,,,,,,,,,,,,,,
298,Ajnadin634,Iraq,31.683333,34.95,20,Ajnadin,634,"['Muslim', 'Syria', 'Muslim', 'Byzantine', 'Palestine', 'Muslim', 'Mesopotamia', 'Jerusalem', 'Gaza']",Muslim Conquest of Syria,Muslim Ummah,Byzantium,,,3,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p180. Location from 'The Encyclopedia of Islam', 'Adjnadayn' by H Gibb https://archive.org/details/EncyclopaediaDictionaryIslamMuslimWorldEtcGibbKramerScholars.13/01.EncycIslam.NewEdPrepNumLeadOrient.EdEdComCon.Gibb.Kramersetc.UndPatIUA.v1.A-B.PhotRepr.Leid.EJBrill.1960.1986./page/n226/mode/1up. Harbottle's Dictionary of Battles, George Bruce, 1979, p14",,
299,,,,,NA,,,,,,,,,,,,,,,
300,Aka Khel1920,Pakistan,33.8079054,70.1481411,20,Aka Khel,1920,"['Barari Tangi', 'Mahsud', 'Afghanistan', 'Mahsud']",Waziristan Campaign,United Kingdom,Waziri Tribesmen,,,,Land,,No,,,
301,,,,,NA,,,,,,,,,,,,,,,
302,Akasaka1331,Japan,35.6757238,139.7360778,20,Akasaka,1331,"['Japanese', 'Kyoto', 'Samurai', 'Kusunoki', 'Akasaka', 'Kawachi', 'Nara', 'Japanese', 'Imperialist']",Genko War,Japanese Regent Hojo Takatoki,Kusunoki Masashige,,,,Land,,No,,,
303,,,,,NA,,,,,,,,,,,,,,,
304,Ake1528,Mexico,20.951131,-89.30476,20,Ake,1528,"['Spanish', 'Yucatan', 'Yucatan', 'Hernan Cortes', 'Cozumel Island', 'Monteja', 'Tizimin', 'Spaniards', 'Monteja']",Spanish Conquest of Yucatan,Spain,Northern Maya,,,,Land,,No,,,
305,,,,,NA,,,,,,,,,,,,,,,
306,Akhalkalaki1810,Georgia,41.4025151,43.4871631,21,Akhalkalaki,1810,"['Russo-Persian', 'Russian', 'Persian', 'Georgia', 'Russian', 'Russian', 'Persian', 'Tbilisi', 'Persian']",Russo-Persian Wars,Russia,Persia,,,,Land,,No,,,
307,,,,,NA,,,,,,,,,,,,,,,
308,Akhaltsikhe1828,Georgia,41.6434293,42.9934449,21,Akhaltsikhe,1828,"['Russo', 'Russians', 'Greek', 'Turkish', 'Russian']",Russo-Turkish Wars,Russia,Ottoman Empire,,,3,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p594",,
309,,,,,NA,,,,,,,,,,,,,,,
310,Akhaltsikhe1853,Georgia,41.6434293,42.9934449,21,Akhaltsikhe,1853,"['Turkish', 'Russian', 'Russians', 'Turks', 'Russian']",['Crimean War'],Russia,Ottoman Empire,,,2,Land,,No,"Clodfelter, Warfare and Armed Conflict, p180",,
311,,,,,NA,,,,,,,,,,,,,,,
312,Akhsikath1503,Uzbekistan,39.8958945,70.5203228,21,Akhsikath,1503,"['Samarkand', 'Tashkent', 'Mughalstan', 'Uzbek', 'Khans', 'Akhsikath', 'Tashkent', 'Ferghana Province']",Mughal-Uzbek Wars,Uzbeks,Mughal Empire,,,,Land,,No,,,
313,,,,,NA,,,,,,,,,,,,,,,
314,Akhulgo1839,Russia,42.464,46.4434,21,Akhulgo,1839,['Russian'],Russian Conquest of the Caucasus,Russia,Dagestan,,,2,Land,,No,"Clodfelter, Warfare and Armed Conflict, p214",,
315,,,,,NA,,,,,,,,,,,,,,,
316,Akra721,Iraq,36.7411205,43.8808488,21,Akra,721,"['Muslim', 'Yazid', 'Iraq', 'Wasit', 'Maslama']",Muslim Civil Wars,Umayyad Caliphate,Governor of Iraq,,,,Land,,No,,,
317,,,,,NA,,,,,,,,,,,,,,,
318,Akraba633,Saudi Arabia,23.1110709,47.5921903,21,Akraba,633,"['Muslim', 'Muslim', 'Musaylima', 'Akraba', 'Najd Province', 'Saudi Arabia', 'Musaylima', 'Medina']",Muslim Civil Wars,Muslim Caliphate,Prophet Musailyma,,,2,Land,,Yes,"Also known as 'Yamama', Showalter, p178. Muhammad: Islam's First Great General, Richard Gabriel, p208",1,
319,,,,,NA,,,,,,,,,,,,,,,
320,Akroinos739,Turkey,38.7568852,30.5387038,21,Akroinos,739,"['Muslim', 'Arab', 'Afyonkarahisar', 'Turkey']",Early Byzantine-Muslim Wars,Byzantium,Ummayad Caliphate,,,,Land,,No,,,
321,,,,,NA,,,,,,,,,,,,,,,
322,Aladja Dagh1877,Turkey,40.5420371,43.3282333,22,Aladja Dagh,1877,"['Russo', 'Turkey', 'Russian', 'Kars', 'Turks']",Russo-Turkish Wars,Russia,Ottoman Empire,,,3,Land,,No,"Clodfelter, Warfare and Armed Conflict, p196; For location ""Report on the Russian army and its campaigns in Turkey in 1877-1878"", Francis Vinton Greene, p388",,
323,,,,,NA,,,,,,,,,,,,,,,
324,Alalia-535,France,42.1151635,9.5137159,22,Alalia,-535,"['Cathaginian', 'Greek', 'Etruria', 'Alalia', 'Corsica', 'Egypt']",Carthaginian-Greek Wars,"Carthage, Etruria",Phocian Greek Alalia,,,3,Sea,,No,"A Global Chronology of Conflict: From the Ancient World to the Modern Middle East, Spencer Tucker, p30. Largest fleet had 200 ships, implying somewhat over 20,000 men",1,
325,,,,,NA,,,,,,,,,,,,,,,
326,Alamance Creek1771,United States,36.0117388,-79.4253776,22,Alamance Creek,1771,"['American', 'Irish', 'British', 'Waddell']",American Colonial Wars,United Kingdom,Scots-Irish Rebels,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p123",,1
327,,,,,NA,,,,,,,,,,,,,,,
328,Alambagh1857-1858,India,26.8166485,80.9076582,22,Alambagh,1857,"['Indian', 'British', 'Alambagh', 'Lucknow']",Indian Mutiny,United Kingdom,Indian Rebels,,,2,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p662",,
329,,,,,NA,,,,,,,,,,,,,,,
330,Alam Halfa1942,Egypt,30.7146302,29.137764,22,Alam Halfa,1942,"['Northern Africa', 'Cairo', 'El Alamein']",['World War II'],United Kingdom,"Germany, Italy",,,3,Land,,No,"Clodfelter, Warfare and Armed Conflict, p444",1,
